[DEBUG] [2021-07-03 00:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3c22445be16d45d5bf1d2c92556e6eb9, msgType : 19
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20200
[DEBUG] [2021-07-03 00:01:51] DefaultChannelId.<clinit>(79) | -Dio.netty.processId: {} (auto-detected)
[DEBUG] [2021-07-03 00:01:51] DefaultChannelId.<clinit>(101) | -Dio.netty.machineId: {} (auto-detected)
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20201
[DEBUG] [2021-07-03 00:01:51] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(202) | Loaded default ResourceLeakDetector: {}
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.startConnect(143) |  start connect end. 
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.startReconnectSchedule(147) |  start reconnect schedule
[DEBUG] [2021-07-03 00:01:51] SslHandler.setHandshakeSuccess(1531) | {} HANDSHAKEN: {}
[INFO] [2021-07-03 00:01:51] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 2012230341
[DEBUG] [2021-07-03 00:01:51] SslHandler.setHandshakeSuccess(1531) | {} HANDSHAKEN: {}
[INFO] [2021-07-03 00:01:51] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 1468387409
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x918bfba5, L:/127.0.0.1:37670 - R:/127.0.0.1:20201])
[DEBUG] [2021-07-03 00:01:51] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x012b10ca, L:/127.0.0.1:49430 - R:/127.0.0.1:20200])
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 045498f0153a4d0f940320f0924e9eb2, msgType : 18
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f7df3af58665446381855213fc2a2731, msgType : 18
[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 26b2e1a23c5e48bd8514c97ce6c78efe, msgType : 20
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9fff1b7bd9c64988b27574cf10b4837a, msgType : 20
[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-03 00:01:51] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-03 00:01:51] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 1.8.0_292 ,java vendor: Amazon.com Inc.
[DEBUG] [2021-07-03 00:01:51] ChannelImp.start(92) | Start the channel success
[INFO] [2021-07-03 00:01:51] BcosSDK.<init>(77) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-07-03 00:01:51] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-07-03 00:01:51] BcosSDK.<init>(87) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-07-03 00:01:51] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6bff5c5ff91d4509b5080770c3e36e9b, msgType : 19
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 38ff6e8d5fb848a1b8eceb44ad72ccb4, msgType : 19
[INFO] [2021-07-03 00:01:51] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-07-03 00:01:51] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d1618818c93b4c53a5a9133f03e4f9bc, msgType : 18
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-07-03 00:01:51] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 526defe49b7d43989b494d30e9906d77, msgType : 18
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 5, groupId: 1
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 5, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-03 00:01:51] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 5
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6dc4d504fabd4cd688233ece68007736, msgType : 18
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ae9197554e9b43ac935fad6af0b4f8dd, msgType : 18
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 5, groupId: 1
[DEBUG] [2021-07-03 00:01:51] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 5, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-03 00:01:51] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 5
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2f3a80a999404a91b17bb18362305e53, msgType : 18
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fdb736b9fd4a4db4a7099612c37cd201, msgType : 18
[DEBUG] [2021-07-03 00:01:51] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-07-03 00:01:51] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4766ab96a76b4e6ebfa7bd7460801cd7, msgType : 18
[DEBUG] [2021-07-03 00:01:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 36c4a690ac7a47a2b2573f59e559b563, msgType : 18
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ff08e26c7ccc408181bf1f21e621600c, msgType : 19
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7ba6f422f5c84b5c854f19e5ac4d25a4, msgType : 19
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-03 00:01:53] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-07-03 00:01:53] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-07-03 00:01:53] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-07-03 00:01:53] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-07-03 00:01:53] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-07-03 00:01:53] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-07-03 00:01:53] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-07-03 00:01:53] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-03 00:01:53] AmopImp.start(188) | amop module started
[INFO] [2021-07-03 00:01:53] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-03 00:01:53] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-03 00:01:53] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 49dd457ca21b435e94097782c3224c26, msgType : 18
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9363a0645a14ace9f46081faaf93020, msgType : 18
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b74cb27947942a68b35e6ad4e2dd647, msgType : 18
[DEBUG] [2021-07-03 00:01:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 66e4bb1617fc4fc2b1bb50df43f0d886, msgType : 18
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:53] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-03 00:01:54] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-03 00:01:54] Client.build(111) | build client success for group 1
[INFO] [2021-07-03 00:01:54] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-07-03 00:01:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ee9b80d0e6e2462686586a5feb34795f, msgType : 18
[DEBUG] [2021-07-03 00:01:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7e2ddb50fa434d03a5ca8a476ccc7a3e, msgType : 18
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-03 00:01:54] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-03 00:01:54] TraceServer.initialize(39) | create client for group1, account address is 0x4c08fbec04797a29dbd5c38decbf6ebdbde76caf
[ERROR] [2021-07-03 00:01:54] TraceServer.getUserCompany(123) |  getUserCompany exception, error message is  load ItemTraceBack contract address failed, please deploy it first. 
[ERROR] [2021-07-03 00:01:54] TraceServer.getCompanyEmployee(174) |  getCompanyEmployee exception, error message is  load ItemTraceBack contract address failed, please deploy it first. 
[DEBUG] [2021-07-03 00:01:54] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(267) | Using 'application/json;q=0.8', given [text/html, application/xhtml+xml, image/webp, application/xml;q=0.9, */*;q=0.8] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-03 00:01:54] LogFormatUtils.traceDebug(90) | Writing [org.fisco.bcos.trace.VO.Result@39e3dbd6]
[DEBUG] [2021-07-03 00:01:54] FrameworkServlet.logResult(1130) | Completed 200 OK
[DEBUG] [2021-07-03 00:01:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b53be51bb19c4cfeae05ab2e81781778, msgType : 19
[DEBUG] [2021-07-03 00:01:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d1d7db47b4a74a6f893b5b661a0bf4f6, msgType : 19
[DEBUG] [2021-07-03 00:01:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 492247cdf0b04c75abe8c9c9f1bee240, msgType : 19
[DEBUG] [2021-07-03 00:01:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 018a36bab11d48a2a1829f7a0b1b3b4e, msgType : 19
[DEBUG] [2021-07-03 00:01:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 596d624b8c9f4d1da35e5bf4f7a8793c, msgType : 19
[DEBUG] [2021-07-03 00:01:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4cb590c680c14e8580eb941441e60b52, msgType : 19
[DEBUG] [2021-07-03 00:02:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 65cd0fa635eb463d8b1e55891681ee68, msgType : 19
[DEBUG] [2021-07-03 00:02:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 933449511ce44e7abf5cef00aee6082c, msgType : 19
[DEBUG] [2021-07-03 00:02:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b994f3f91ed4c71b4cf3528b30663c8, msgType : 19
[DEBUG] [2021-07-03 00:02:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7d3eea48f1724ecf918a2608be40a782, msgType : 19
[DEBUG] [2021-07-03 00:02:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6756607acf304332ae9f271e30c838ef, msgType : 19
[DEBUG] [2021-07-03 00:02:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9965c04d00c5448baa55595d4e57370e, msgType : 19
[DEBUG] [2021-07-03 00:02:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6fe9a25badf84f198d2d62d6e28d7a0b, msgType : 19
[DEBUG] [2021-07-03 00:02:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 01976fb2eea247cfa55775510e8d3aef, msgType : 19
[DEBUG] [2021-07-03 00:02:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fa5e293613b44ea3a44f8f68eda677ad, msgType : 19
[DEBUG] [2021-07-03 00:02:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2d747fe68b745d9a85b7c76c3df612e, msgType : 19
[DEBUG] [2021-07-03 00:02:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 38b23600ac4c4286b4347a9404a6f1be, msgType : 19
[DEBUG] [2021-07-03 00:02:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a1892afaa6c247e7a0d72beaa7fcd84b, msgType : 19
[DEBUG] [2021-07-03 00:02:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 74a5e8561bd34983b03b646cfe25e084, msgType : 19
[DEBUG] [2021-07-03 00:02:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 245faaf3693b4075848aaadc67445570, msgType : 19
[DEBUG] [2021-07-03 00:02:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7e7b32b779994712bf9cba4c36c24619, msgType : 19
[DEBUG] [2021-07-03 00:02:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2852569258b744f1ab21bda7bd0359dd, msgType : 19
[DEBUG] [2021-07-03 00:02:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d419087095ac45b7b8a9ab13297f813b, msgType : 19
[DEBUG] [2021-07-03 00:02:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c255be9180f54b468c05061d94c74a50, msgType : 19
[DEBUG] [2021-07-03 00:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ba88d126d8a24fad9cdbe9e43e7b8186, msgType : 19
[DEBUG] [2021-07-03 00:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fe5564284c364f2b94866d71f6b0f868, msgType : 19
[DEBUG] [2021-07-03 00:02:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 314f71ff4ab24aa9a57ea7ced396da11, msgType : 19
