[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:23:43] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:43] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-09 11:23:43] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:23:43] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:43] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:43] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 50b2dab376014e9a883c310a519af068, msgType : 18
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5c01687c2d33411f8615ca2c6dd3f96a, msgType : 19
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bc8ba449ac57483b86001740c9b0614f, msgType : 19
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:43] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 852, groupId: 1
[DEBUG] [2021-07-09 11:23:43] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 852, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:43] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 852, groupId: 1
[DEBUG] [2021-07-09 11:23:43] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 852, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 50b2dab376014e9a883c310a519af068, msgType : 4096
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:43] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:23:43] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@2b7c4612]
[DEBUG] [2021-07-09 11:23:43] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:43] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port2&password=123&user_type=1&portname=BeiJing", parameters={masked}
[DEBUG] [2021-07-09 11:23:43] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:23:43] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:43] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:43] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f8b9b7d741b14f668eda507c904bc52b, msgType : 18
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 853, groupId: 1
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 853, groupId: 1
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 853, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f8b9b7d741b14f668eda507c904bc52b, msgType : 4096
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 853, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:23:44] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@19d17699]
[DEBUG] [2021-07-09 11:23:44] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:44] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-09 11:23:44] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:23:44] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:44] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:44] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6269ad91c4564485af800b1fc04e45d7, msgType : 18
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6269ad91c4564485af800b1fc04e45d7, msgType : 4096
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 854, groupId: 1
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 854, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:44] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:23:44] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@49fa1ace]
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 854, groupId: 1
[DEBUG] [2021-07-09 11:23:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 854, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:44] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:44] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:23:44] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:23:44] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:44] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:44] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 933720f83e0547559bc3305f8b1a75ea, msgType : 18
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 933720f83e0547559bc3305f8b1a75ea, msgType : 4096
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 855, groupId: 1
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 855, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 855, groupId: 1
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 855, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:23:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3075d6e5]
[DEBUG] [2021-07-09 11:23:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port2&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:23:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:23:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f540dcfeb8c84a7a9fc9d1cca282374d, msgType : 18
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8b2e2843b9564fbcb5b6a227fb222d28, msgType : 19
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1570aa9421184e0fa4b3abc67776c8ad, msgType : 19
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 856, groupId: 1
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 856, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f540dcfeb8c84a7a9fc9d1cca282374d, msgType : 4096
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 856, groupId: 1
[DEBUG] [2021-07-09 11:23:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 856, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:23:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5ca56bc1]
[DEBUG] [2021-07-09 11:23:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:23:45] LogFormatUtils.traceDebug(91) | POST "/v1/chain/genId?user_id=seller&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-09 11:23:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#genId(String, String)
[INFO] [2021-07-09 11:23:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x43c163d3237577d05d549471b8837a9f6d15f68b
[DEBUG] [2021-07-09 11:23:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:23:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:23:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4099f1cd0e3f4022acce920162c5e0cb, msgType : 18
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 857, groupId: 1
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 857, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4099f1cd0e3f4022acce920162c5e0cb, msgType : 4096
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 857, groupId: 1
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 857, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bea6e128a9874b85ae4d97fa6d88e4f9, msgType : 18
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bea6e128a9874b85ae4d97fa6d88e4f9, msgType : 4096
[DEBUG] [2021-07-09 11:23:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 858, groupId: 1
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 858, groupId: 1
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 858, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:23:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 858, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:23:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
