[DEBUG] [2021-07-08 17:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d23f1bb37874d1ba5a22151c80ade2e, msgType : 19
[INFO] [2021-07-08 17:12:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b155f56eadee481aafe9021400ee4243, msgType : 18
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 679, groupId: 1
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 679, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 679, groupId: 1
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b155f56eadee481aafe9021400ee4243, msgType : 4096
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 679, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@17168bd3]
[DEBUG] [2021-07-08 17:12:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a4a15220c91a46f2bcd9c46f31ffd0e4, msgType : 19
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b6d95976db3c4d10967c5e41a04e17f5, msgType : 19
[DEBUG] [2021-07-08 17:12:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-08 17:12:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:12:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 12586ebf21294d64bdf9542cf04ed105, msgType : 18
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 680, groupId: 1
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 680, groupId: 1
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 680, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 680, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 12586ebf21294d64bdf9542cf04ed105, msgType : 4096
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@29a41035]
[DEBUG] [2021-07-08 17:12:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-08 17:12:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:12:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0db7d7302f6847cbb27580787412e075, msgType : 18
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0db7d7302f6847cbb27580787412e075, msgType : 4096
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 681, groupId: 1
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 681, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 681, groupId: 1
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 681, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:46] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3eb22e9b]
[DEBUG] [2021-07-08 17:12:46] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:46] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-08 17:12:46] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:12:46] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:46] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:46] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 39a70935669440ed9b8c79b2f9a474ca, msgType : 18
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 39a70935669440ed9b8c79b2f9a474ca, msgType : 4096
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 682, groupId: 1
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 682, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:46] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5e2d8557]
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 682, groupId: 1
[DEBUG] [2021-07-08 17:12:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 682, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:46] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:46] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:12:46] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:12:46] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:46] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:46] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77080539bb9e48c092475e51844b9efc, msgType : 18
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77080539bb9e48c092475e51844b9efc, msgType : 4096
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 683, groupId: 1
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 683, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 683, groupId: 1
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 683, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:47] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:47] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@4eb62ea2]
[DEBUG] [2021-07-08 17:12:47] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f2415aefd204ad5819b95c62ddd1a22, msgType : 19
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e83e17ec75594130bc176af37f5c8faa, msgType : 19
[DEBUG] [2021-07-08 17:12:47] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:12:47] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:12:47] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:47] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:47] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edd1f7eac4a64496b725d464e24edb40, msgType : 18
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 684, groupId: 1
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 684, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edd1f7eac4a64496b725d464e24edb40, msgType : 4096
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 684, groupId: 1
[DEBUG] [2021-07-08 17:12:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 684, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:12:47] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:12:47] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@30cb6ed5]
[DEBUG] [2021-07-08 17:12:47] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:12:47] LogFormatUtils.traceDebug(91) | POST "/v1/chain/genId?user_id=seller&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-08 17:12:47] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#genId(String, String)
[INFO] [2021-07-08 17:12:47] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x682e3d54c5e403d99651e7f6aab5074dfa06a1d9
[DEBUG] [2021-07-08 17:12:47] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:12:47] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:12:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edc259619a244e74bc5874939779fefc, msgType : 18
[DEBUG] [2021-07-08 17:12:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:12:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edc259619a244e74bc5874939779fefc, msgType : 4096
[DEBUG] [2021-07-08 17:12:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:12:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 685, groupId: 1
[DEBUG] [2021-07-08 17:12:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
